id_original,comuna,nombre_comuna,nombre_institucion,tipo_organizacion,codigo_dane,telefono,correo,direccion_original,estado,fecha_actualizacion,direccion_normalizada,consulta_geocodificacion,latitud,longitud,fuente_coordenadas,precision_geocodificacion
197.0,7,ROBLEDO,INST EDUC FE Y ALEGRIA SAN JOSE,IE,105001017132,4421584,Sin registro,CL 86 92 60,ACTIVO,2020.0,CL 86 92 60,"CL 86 92 60, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
198.0,7,ROBLEDO,INST EDUC CIUDAD DON BOSCO,IE,105001020273,2642122,Sin registro,CR 96 B 78 C 11,ACTIVO,2020.0,CR 96 B 78 C 11,"CR 96 B 78 C 11, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
199.0,7,ROBLEDO,INST EDUC MONSEÑOR GERARDO VALENCIA CANO,IE,105001001791,2300313,Sin registro,CL 65 74 B 273,ACTIVO,2020.0,CL 65 74 B 273,"CL 65 74 B 273, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
200.0,7,ROBLEDO,SEC ESC LA PORTADA,IE,105001021075,2570719,Sin registro,CL 80C  88A 37,ACTIVO,2020.0,CL 80C 88A 37,"CL 80C 88A 37, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
201.0,7,ROBLEDO,INST EDUC MARISCAL ROBLEDO,IE,105001002305,2340009,Sin registro,CL 65 84 87,ACTIVO,2020.0,CL 65 84 87,"CL 65 84 87, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
202.0,7,ROBLEDO,SEC ESC CONRADO GONZÁLEZ MEJÍA,IE,105001026557,4216483,Sin registro,CL 76 80 496,ACTIVO,2020.0,CL 76 80 496,"CL 76 80 496, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
203.0,7,ROBLEDO,INS TEC INDUSTRIAL PASCUAL BRAVO,IE,105001003441,4223700,Sin registro,CL 73    73A-227,ACTIVO,2020.0,CL 73 73A-227,"CL 73 73A-227, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
204.0,7,ROBLEDO,INST EDUC JORGE ROBLEDO,IE,105001006246,4218450,Sin registro,CL 65 87 74,ACTIVO,2020.0,CL 65 87 74,"CL 65 87 74, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
205.0,7,ROBLEDO,INST EDUC TOMAS CARRASQUILLA NO. 2,IE,105001011011,2641122,Sin registro,CR 88 68 109,ACTIVO,2020.0,CR 88 68 109,"CR 88 68 109, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
206.0,7,ROBLEDO,INST EDUC VILLA DE LA CANDELARIA,IE,105001011711,2642310,Sin registro,CL 77 A 90 D 35,ACTIVO,2020.0,CL 77 A 90 D 35,"CL 77 A 90 D 35, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
207.0,7,ROBLEDO,INST EDUC CAMILO MORA CARRASQUILLA,IE,105001015148,4384765,Sin registro,CL 62 D 94 B 74,ACTIVO,2020.0,CL 62 D 94 B 74,"CL 62 D 94 B 74, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
208.0,7,ROBLEDO,INST EDUC VALLEJUELOS,IE,105001015831,4262975/4265964,Sin registro,CR 104 C 62 20,ACTIVO,2020.0,CR 104 C 62 20,"CR 104 C 62 20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
209.0,7,ROBLEDO,INST EDUC BARRIO SANTA MARGARITA,IE,105001019330,4271046 - 4273895,Sin registro,CL 63 N°108 BB 160,ACTIVO,2020.0,CL 63 N°108 BB 160,"CL 63 N°108 BB 160, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
210.0,7,ROBLEDO,SEC ESC SANTA MARGARITA,IE,105001021555,4271134,Sin registro,CR 105 B 62 68,ACTIVO,2020.0,CR 105 B 62 68,"CR 105 B 62 68, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
211.0,7,ROBLEDO,SEC ESC PEDRO NEL OSPINA,IE,105001000311,4270846,Sin registro,CL 62C Nº 105C 45,ACTIVO,2020.0,CL 62C Nº 105C 45,"CL 62C Nº 105C 45, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
212.0,7,ROBLEDO,INST EDUC RAFAEL GARCIA HERREROS,IE,105001020052,4263216,Sin registro,CL 64 91 20,ACTIVO,2020.0,CL 64 91 20,"CL 64 91 20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
213.0,7,ROBLEDO,INST EDUC VILLA FLORA,IE,105001021547,2348424,Sin registro,CL 76 AE 83 C 41,ACTIVO,2020.0,CL 76 AE 83 C 41,"CL 76 AE 83 C 41, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
214.0,7,ROBLEDO,INST EDUC BARRIO OLAYA HERRERA,IE,305001022232,4210567,Sin registro,CR 101 C 58 44,ACTIVO,2020.0,CR 101 C 58 44,"CR 101 C 58 44, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
215.0,7,ROBLEDO,INST EDUC RODRIGO ARENAS BENTANCUR,IE,105001026719,2573809,Sin registro,CL 81 # 94AA - 15,ACTIVO,2020.0,CL 81 # 94AA - 15,"CL 81 # 94AA - 15, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
216.0,10,LA CANDELARIA,GIMN GUAYACANES,IE,305001007861,2933244-2930661-4620705,Sin registro,CL 77BB 82 69,ACTIVO,2020.0,CL 77BB 82 69,"CL 77BB 82 69, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
217.0,7,ROBLEDO,COL SAN JUAN EUDES,IE,305001012181,2345349-2341590,Sin registro,CL 78 79 B 35,ACTIVO,2020.0,CL 78 79 B 35,"CL 78 79 B 35, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
218.0,7,ROBLEDO,INST FERRINI - SEDE ROBLEDO,IE,305001011761,2649333 - 4221790,Sin registro,CL 76 80 431,ACTIVO,2020.0,CL 76 80 431,"CL 76 80 431, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
219.0,7,ROBLEDO,INST CORFERRINI - SEDE ROBLEDO,IE,305001022178,2649333 - 4217000,Sin registro,CR 86 65A 38,ACTIVO,2020.0,CR 86 65A 38,"CR 86 65A 38, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
220.0,7,ROBLEDO,COLEGIO LUIS AMIGO Y FERRER,IE,305001026343,4460612 - 4485168,Sin registro,CL 65 C 94 C 80,ACTIVO,2020.0,CL 65 C 94 C 80,"CL 65 C 94 C 80, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
221.0,8,VILLA HERMOSA,INST EDUC JUAN DE LA CRUZ POSADA,IE,105001000353,2549659,Sin registro,CL 62 39 22,ACTIVO,2020.0,CL 62 39 22,"CL 62 39 22, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
222.0,8,VILLA HERMOSA,SEC ESC HIPOLITO LONDOÑO MESA,IE,105001003158,2925480,Sin registro,CR 40 59 A 52,ACTIVO,2020.0,CR 40 59 A 52,"CR 40 59 A 52, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
223.0,8,VILLA HERMOSA,SEC ESC FRANCISCO ANTONIO URIBE,IE,105001002836,2545366,Sin registro,CL 66 39 75,ACTIVO,2020.0,CL 66 39 75,"CL 66 39 75, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
224.0,8,VILLA HERMOSA,SEC COL AGUSTIN NIETO CABALLERO,IE,105001002577,2926320,Sin registro,CR 40 59 A 21,ACTIVO,2020.0,CR 40 59 A 21,"CR 40 59 A 21, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
225.0,8,VILLA HERMOSA,INST EDUC CARACAS,IE,105001000566,2168993,Sin registro,CL 54 33 67,ACTIVO,2020.0,CL 54 33 67,"CL 54 33 67, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
226.0,8,VILLA HERMOSA,SEC ESC BEATO HERMANO SALOMON,IE,105001002062,2695371,Sin registro,CL 53 27 A 50,ACTIVO,2020.0,CL 53 27 A 50,"CL 53 27 A 50, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
227.0,8,VILLA HERMOSA,INST EDUC ESCUELA NORMAL SUPERIOR DE MEDELLIN,IE,105001000621,4039040,Sin registro,CR 34 65 02,ACTIVO,2020.0,CR 34 65 02,"CR 34 65 02, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
228.0,8,VILLA HERMOSA,INST EDUC JOSE CELESTINO MUTIS,IE,105001001651,2540988,Sin registro,CL 65 45 15,ACTIVO,2020.0,CL 65 45 15,"CL 65 45 15, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
229.0,8,VILLA HERMOSA,INST EDUC GABRIEL GARCIA MARQUEZ,IE,105001002356,2260583/2261735,Sin registro,CR 8 A 57 A 93,ACTIVO,2020.0,CR 8 A 57 A 93,"CR 8 A 57 A 93, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
230.0,8,VILLA HERMOSA,SEC ESC SAN VICENTE DE PAUL,IE,105001015849,2210507,Sin registro,CR 6F    54-133,ACTIVO,2020.0,CR 6F 54-133,"CR 6F 54-133, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
231.0,8,VILLA HERMOSA,INST EDUC SAN FRANCISCO DE ASIS,IE,105001002780,2690520,Sin registro,CL 56 16 18,ACTIVO,2020.0,CL 56 16 18,"CL 56 16 18, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
232.0,8,VILLA HERMOSA,INST EDUC JUAN DE DIOS CARVAJAL,IE,105001005410,2840808,Sin registro,CL 65 AA 36 39,ACTIVO,2020.0,CL 65 AA 36 39,"CL 65 AA 36 39, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
233.0,8,VILLA HERMOSA,SEC ESC BATALLON GIRARDOT,IE,105001005410,2546018,Sin registro,CL 66 D 39 A 20,ACTIVO,2020.0,CL 66 D 39 A 20,"CL 66 D 39 A 20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
234.0,8,VILLA HERMOSA,INST EDUC FELIX HENAO BOTERO,IE,105001009709,2260203,Sin registro,CL 52 NRO 23 51,ACTIVO,2020.0,CL 52 23 51,"CL 52 23 51, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
235.0,8,VILLA HERMOSA,SEC ESC REPUBLICA DEL PERU,IE,105001000299,2699584,Sin registro,CL 52    23-114,ACTIVO,2020.0,CL 52 23-114,"CL 52 23-114, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
236.0,8,VILLA HERMOSA,SEC ESC MIGUEL DE AGUINAGA,IE,105001002950,2691841,Sin registro,CL 52 16 71,ACTIVO,2020.0,CL 52 16 71,"CL 52 16 71, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
237.0,8,VILLA HERMOSA,SEC ESC JULIA AGUDELO,IE,105001002429,2841315,Sin registro,CL 58 28 58,ACTIVO,2020.0,CL 58 28 58,"CL 58 28 58, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
238.0,8,VILLA HERMOSA,SEC ESC SANTIAGO SANTAMARIA,IE,105001008222,2841231,Sin registro,CL 58  29 31,ACTIVO,2020.0,CL 58 29 31,"CL 58 29 31, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
239.0,8,VILLA HERMOSA,INST EDUC LA LIBERTAD,IE,105001015211,2267949,Sin registro,DG 17 DD 56 B 49,ACTIVO,2020.0,DG 17 DD 56 B 49,"DG 17 DD 56 B 49, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
240.0,8,VILLA HERMOSA,INST EDUC LA SIERRA,IE,105001026581,2218029-2145397,Sin registro,CL 56B 4E 10,ACTIVO,2020.0,CL 56B 4E 10,"CL 56B 4E 10, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
241.0,8,VILLAHERMOSA,SEC ESC VILLA TURBAY,IE,105001015229,2218029-2145397,ie.villaturbay@medelllin.gov.co,CR 2 55 F 17,INHABILITADO,2020.0,CR 2 55 F 17,"CR 2 55 F 17, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
242.0,8,VILLAHERMOSA,INST EDUC VIDA PARA TODOS,IE,105001019089,2260591,Sin registro,cR 12 52 44,ACTIVO,2020.0,CR 12 52 44,"CR 12 52 44, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
243.0,8,VILLAHERMOSA,SEC ESC HOGAR ANTIOQUIA,IE,105001019089 (105001002879),2260631,Sin registro,CR 12 52 42,ACTIVO,2020.0,CR 12 52 42,"CR 12 52 42, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
244.0,8,VILLAHERMOSA,SEC ESC SOR MARIA LUISA COURBIN,IE,105001019089( 105001002267),2260571,Sin registro,CR 12 52 44,ACTIVO,2020.0,CR 12 52 44,"CR 12 52 44, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
245.0,8,VILLAHERMOSA,INST EDUC LUIS CARLOS GALAN SARMIENTO,IE,105001019429,2848292,comunicaciones@ieluiscarlosgalansarmiento.edu.co,CR 24 B 57EE 45,ACTIVO,2020.0,CR 24 B 57EE 45,"CR 24 B 57EE 45, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
246.0,8,VILLAHERMOSA,SEC ESC NIÑO JESUS DE PRAGA,IE,105001019429(105001008001),2842112,comunicaciones@ieluiscarlosgalansarmiento.edu.co,CL 57 C 23 200,ACTIVO,2020.0,CL 57 C 23 200,"CL 57 C 23 200, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
247.0,8,VILLAHERMOSA,SEC ESC COLINAS DE ENCISO,IE,105001019429 (105001018309),2847983,comunicaciones@ieluiscarlosgalansarmiento.edu.co,CR 24B 57EE-20,ACTIVO,2020.0,CR 24B 57EE-20,"CR 24B 57EE-20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
248.0,8,VILLAHERMOSA,INST EDUC SOL DE ORIENTE,IE,105001021873,"2914389/2546176 ext 101,102",ssoldeoriente@gmail.com,CR 23 56EH 200,ACTIVO,2020.0,CR 23 56EH 200,"CR 23 56EH 200, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
249.0,8,VILLAHERMOSA,SEC ESC BEATO DOMINGO ITURRATE,IE,105001021873 (105001016462),2845867,ssoldeoriente@gmail.com,CR 18E 56FA-09,ACTIVO,2020.0,CR 18E 56FA-09,"CR 18E 56FA-09, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
250.0,8,VILLAHERMOSA,INST EDUC JOAQUIN VALLEJO ARBELAEZ,IE,105001025771,2926199,colegiodecalidad@iejva.edu.co,CR 19 59 C 175,ACTIVO,2020.0,CR 19 59 C 175,"CR 19 59 C 175, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
251.0,8,VILLAHERMOSA,SEC ESC LAS GOLONDRINAS,IE,105001025771 (105001017400),2845326,colegiodecalidad@iejva.edu.co,CL 65 16 D 198,ACTIVO,2020.0,CL 65 16 D 198,"CL 65 16 D 198, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
252.0,8,VILLAHEMROSA,SEC ESC ALTOS DE LA TORRE,IE,105001025771 (105001026743),2845326,colegiodecalidad@iejva.edu.co,CL 57 B 16 B139,ACTIVO,2020.0,CL 57 B 16 B139,"CL 57 B 16 B139, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
253.0,8,VILLAHERMOSA,INST EDUC EL PINAL,IE,105001026131,2223647,sgc@iepinal.edu.co,CL 56 25AA 10,ACTIVO,2020.0,CL 56 25AA 10,"CL 56 25AA 10, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
254.0,8,VILLAHERMOSA,SEC ESC EL PINAL,IE,105001026131 (105001017396),2210099,sgc@iepinal.edu.co,CL 56 EE 25AA-17,ACTIVO,2020.0,CL 56 EE 25AA-17,"CL 56 EE 25AA-17, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
255.0,8,VILLAHERMOSA,SEC ESC LAS ESTANCIAS,IE,305001019690 ( 105001007901),2261590,ie.tuliobotero@medellin.gov.co,CL 52 4 38,ACTIVO,2020.0,CL 52 4 38,"CL 52 4 38, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
256.0,8,VILLAHERMOSA,COL BASICO CAMINO DE PAZ,IE,305001025185,2923804 2915075,caminodepaz@epm.net.co,CL 59 C 19 56,ACTIVO,2020.0,CL 59 C 19 56,"CL 59 C 19 56, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
257.0,9,BUENOS AIRES,INST EDUC GONZALO RESTREPO JARAMILLO,IE,105001000990,2697940 2696380,iegonzalorestrepo@hotmail.com,CR 26 49 70,ACTIVO,2020.0,CR 26 49 70,"CR 26 49 70, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
258.0,9,BUENOS AIRES,SEC ESC JUAN CANCIO RESTREPO,IE,105001000990 (105001000540),2391959,iegonzalorestrepo@hotmail.com,CL 45 31 63,ACTIVO,2020.0,CL 45 31 63,"CL 45 31 63, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
259.0,9,BUENOS AIRES,SEC ESC LA ANUNCIACION,IE,105001000990(105001001147),2213615,iegonzalorestrepo@hotmail.com,CR 21 40-80,ACTIVO,2020.0,CR 21 40-80,"CR 21 40-80, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
260.0,9,BUENOS AIRES,INST EDUC ASAMBLEA DEPARTAMENTAL,IE,105001011631,2699679,ie.asamblea@medellin.gov.co - ie.asamblea@gmail.com,CR 27 47 45,ACTIVO,2020.0,CR 27 47 45,"CR 27 47 45, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
261.0,9,BUENOS AIRES,SEC ESC ALEJANDRO ECHAVARRIA,IE,105001011631(105001000302),2694523,ie.asamblea@medellin.gov.co - ie.asamblea@gmail.com,CR 30  50 07,ACTIVO,2020.0,CR 30 50 07,"CR 30 50 07, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
262.0,9,BUENOS AIRES,SEC LIC LEON DE GREIFF,IE,105001011631(105001002810),2697182,ie.asamblea@medellin.gov.co - ie.asamblea@gmail.com,CR 30 50 16,ACTIVO,2020.0,CR 30 50 16,"CR 30 50 16, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
263.0,9,BUENOS AIRES,INST EDUC MIRAFLORES - LUIS EDUARDO VALENCIA GARCIA,IE,105001019674,2697583 2273199,iemiraflores@gmail.com,CL 48 27 05,ACTIVO,2020.0,CL 48 27 05,"CL 48 27 05, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
264.0,9,BUENOS AIRES,INST EDUC ARZOBISPO TULIO BOTERO SALAZAR,IE,305001019690,2267300,ie.tuliobotero@medellin.gov.co,CL 49 A 03 A 006,ACTIVO,2020.0,CL 49 A 03 A 006,"CL 49 A 03 A 006, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
265.0,9,BUENOS AIRES,INST EDUC LA MILAGROSA,IE,105001000418,2699965,ie.lamilagrosa@medellin.gov.co,CR 29 41 14,ACTIVO,2020.0,CR 29 41 14,"CR 29 41 14, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
266.0,9,BUENOS AIRES,SEC ESC SANTO TOMAS DE AQUINO,IE,105001000418(105001002381),2163229,ie.lamilagrosa@medellin.gov.co,CR 33 36A-28,ACTIVO,2020.0,CR 33 36A-28,"CR 33 36A-28, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
267.0,9,BUENOS AIRES,INST EDUC MADRE MARIA MAZARELLO,IE,105001001317,2167211/2167901,rectoria@iemmazzarello.edu.co contactenos@iemmazzarello.edu.co,CL 48 33 62,ACTIVO,2020.0,CL 48 33 62,"CL 48 33 62, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
268.0,9,BUENOS AIRES,INST EDUC FEDERICO OZANAM,IE,105001002011,2390358.ext.103,iefedericoozanam@gmail.com secretariaacademica@iefedericoozanam.edu.co,CR 36-45-08,ACTIVO,2020.0,CR 36-45-08,"CR 36-45-08, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
269.0,9,BUENOS AIRES,INST EDUC MANUEL JOSE CAYZEDO,IE,105001003221,2217929,iemanueljosecayzedo@hotmail.com,CL 50 29 82,ACTIVO,2020.0,CL 50 29 82,"CL 50 29 82, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
270.0,Sin registro,Sin registro,SEC LIC LEON DE GREIFF,IE,105001003221,2697182,Sin registro,CR 30 50 16,Sin registro,2020.0,CR 30 50 16,"CR 30 50 16, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
271.0,9,BUENOS AIRES,INST EDUC LORETO-GABRIELA GOMEZ CARVAJAL,IE,105001008389,2393159,i.e.loretogabrielagom@medellin.gov.co,CR 32 34 06,ACTIVO,2020.0,CR 32 34 06,"CR 32 34 06, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
272.0,9,BUENOS AIRES,SEC ESC MERCEDES YEPES ISAZA,IE,105001008389 (105001001333),2396564,i.e.loretogabrielagom@medellin.gov.co,CR 32 32 A 57,ACTIVO,2020.0,CR 32 32 A 57,"CR 32 32 A 57, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
273.0,9,BUENOS AIRES,INST EDUC MERCEDITAS GOMEZ MARTINEZ,IE,105001011070,2692880,ie.merceditasgomez@medellin.gov.co,CL 45 18 03,ACTIVO,2020.0,CL 45 18 03,"CL 45 18 03, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
274.0,9,BUENOS AIRES,SEC ESC NUESTRA SEÑORA DEL ROSARIO,IE,105001011070 (105001015202),2212665,ie.merceditasgomez@medellin.gov.co,CL 43E 9D-51,ACTIVO,2020.0,CL 43E 9D-51,"CL 43E 9D-51, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
275.0,9,BUENOS AIRES,SEC ESC JUAN MANUEL GONZALEZ ARBELAEZ,IE,105001011070 (105001000957),2167445,ie.merceditasgomez@medellin.gov.co,CL 40A 32-80,ACTIVO,2020.0,CL 40A 32-80,"CL 40A 32-80, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
276.0,9,BUENOS AIRES,SEC ESC ETERNA PRIMAVERA,IE,105001011070 (105001026026),2936127,ie.merceditasgomez@medellin.gov.co,CL 34 19 05,ACTIVO,2020.0,CL 34 19 05,"CL 34 19 05, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
277.0,9,BUENOS AIRES,SEC ESC JOSE DE SAN MARTIN,IE,105001020028(105001002640),2396342,atencion.comunidad@elsalvador.edu.co,CL 39 38 21,ACTIVO,2020.0,CL 39 38 21,"CL 39 38 21, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
278.0,9,BUENOS AIRES,INST EDUC MADRE LAURA,IE,305001018839,2690627,rectoria@iemadrelaura.edu.co iemadrelaura@hotmail.com,CL 45 22 A 81,ACTIVO,2020.0,CL 45 22 A 81,"CL 45 22 A 81, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
279.0,9,BUENOS AIRES,SEC ESC DIVINO SALVADOR,IE,105001010855 (105001000710),2169941,ieacastrillon@yahoo.es edisoneduardo.zapataa@ieanadecastrillon.edu.co,CR 38B  40-29,ACTIVO,2020.0,CR 38B 40-29,"CR 38B 40-29, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
280.0,9,BUENOS AIRES,INST EDUC LA PASTORA,IE,105001026662,2699390,institucioneducativalapastora@gmail.com,CL 45 10A 30,ACTIVO,2020.0,CL 45 10A 30,"CL 45 10A 30, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
281.0,9,BUENOS AIRES,COL TOMAS CARRASQUILLA,IE,305001004544,2162583,secretaria@colegiotomascarrasquilla.com,CR 38 42-41,ACTIVO,2020.0,CR 38 42-41,"CR 38 42-41, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
282.0,10,LA CANDELARIA,INST EDUC ALFONSO LOPEZ PUMAREJO,IE,105001012696,3200510,ie.alfonsolopezpumar@medellin.gov.co,CL 58 36 B 40,ACTIVO,2020.0,CL 58 36 B 40,"CL 58 36 B 40, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
283.0,10,LA CANDELARIA,INST EDUC EL SALVADOR,IE,105001020028,2180993,atencion.comunidad@elsalvador.edu.co,CR 38 A 34 207,ACTIVO,2020.0,CR 38 A 34 207,"CR 38 A 34 207, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
284.0,10,LA CANDELARIA,INST EDUC TULIO OSPINA,IE,105001005347,5123594,secretaria@ito.edu.co,CL 60 51 48,ACTIVO,2020.0,CL 60 51 48,"CL 60 51 48, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
285.0,10,LA CANDELARIA,INST EDUC SAN BENITO,IE,105001026514,2510634,ie.sanbenito@medellin.gov.co,CR 56 54 A 25,ACTIVO,2020.0,CR 56 54 A 25,"CR 56 54 A 25, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
286.0,10,LA CANDELARIA,INST EDUC CEFA,IE,105001000108,2175337,ie.cefa@medellin.gov.co,CL 50 41 55,ACTIVO,2020.0,CL 50 41 55,"CL 50 41 55, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
287.0,10,LA CANDELARIA,INST EDUC HECTOR ABAD GOMEZ,IE,105001000256,2161258-2163805,ie.hectorabad@medellin.gov.co,CL 50 39 65,ACTIVO,2020.0,CL 50 39 65,"CL 50 39 65, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
288.0,10,LA CANDELARIA,SEC ESC DARIO LONDOÑO CARDONA,IE,105001000256(105001026158),2623588,ie.hectorabad@medellin.gov.co,CL 44 43 96,ACTIVO,2020.0,CL 44 43 96,"CL 44 43 96, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
289.0,10,LA CANDELARIA,INST EDUC JAVIERA LONDOÑO,IE,105001001562,2396363 2395055,105001001562@medellin.edu.co,CL 53 40 65,ACTIVO,2020.0,CL 53 40 65,"CL 53 40 65, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
290.0,10,LA CANDELARIA,SEC ESC ANTONIA SANTOS,IE,105001001562 (105001001112),2390534,105001001562@medellin.edu.co,CL 50 B 38 11,ACTIVO,2020.0,CL 50 B 38 11,"CL 50 B 38 11, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
291.0,10,LA CANDELARIA,SEC ESC LUIS ALFONSO AGUDELO,IE,105001001562 (105001000515),2320633,105001001562@medellin.edu.co,CR 43 A 38 20,ACTIVO,2020.0,CR 43 A 38 20,"CR 43 A 38 20, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
292.0,10,LA CANDELARIA,INST EDUC ANA DE CASTRILLON,IE,105001010855,2178032,ieacastrillon@yahoo.es,CR 38 C 39 B 86,ACTIVO,2020.0,CR 38 C 39 B 86,"CR 38 C 39 B 86, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
293.0,10,LA CANDELARIA,INSTITUTO DE EDUCACIÓN COMFENALCO  CONSUELO MONTOYA GIL,IE,305001019606,4489770 ext 4227 o 4201,Sin registro,CR 50 N° 53 16,ACTIVO,2020.0,CR 50 N° 53 16,"CR 50 N° 53 16, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
294.0,10,LA CANDELARIA,INST DE CIENCIAS APLICADAS - INDECAP,IE,305001021252,2844794,indecap@indecap.edu.co,CL 56 45 26,ACTIVO,2020.0,CL 56 45 26,"CL 56 45 26, Medellín, Antioquia, Colombia",,,pendiente_geocodificacion,
