X,Y,ruta,parada,label,itinerario,objectid,linea
-8418241.93925579,694150.945628773,C3-004B,Cll. 18 con Cra. 100,Cll. 18 con Cra. 100,C3-004B Buga - Los Alpes,13,C3-004B Altavista - Buga
-8417994.66331497,694124.657777168,C3-004B,Cll. 18 con Cra. 97,Cll. 18 con Cra. 97,C3-004B Buga - Los Alpes,14,C3-004B Altavista - Buga
-8417616.39340616,694041.226157669,C3-004B,Cll 18 con Cra 93,Cll 18 con Cra 93,C3-004B Buga - Los Alpes,15,C3-004B Altavista - Buga
-8417438.03395849,694025.341016855,C3-004B,Cll. 18 con Cra. 92,Cll. 18 con Cra. 92,C3-004B Buga - Los Alpes,16,C3-004B Altavista - Buga
-8417239.71940305,694068.17917088,C3-004B,Cll. 18 con Cra. 89D,Cll. 18 con Cra. 89D,C3-004B Buga - Los Alpes,17,C3-004B Altavista - Buga
-8417044.23421238,694080.155809291,C3-004B,Cll. 18 con Cra. 89,Cll. 18 con Cra. 89,C3-004B Buga - Los Alpes,18,C3-004B Altavista - Buga
-8416898.37919468,694188.303398199,C3-004B,Cll. 19B con Cra. 88,Cll. 19B con Cra. 88,C3-004B Buga - Los Alpes,19,C3-004B Altavista - Buga
-8416734.1380657,694232.179148745,C3-004B,Cll 20 con Cra 84F,Cll 20 con Cra 84F,C3-004B Buga - Los Alpes,20,C3-004B Altavista - Buga
-8416724.26842746,693992.093059123,C3-004B,Cra 84F con Cll 19,Cra 84F con Cll 19,C3-004B Buga - Los Alpes,21,C3-004B Altavista - Buga
-8416271.52720221,694257.51352983,C3-004B,Cll 19B con Cra. 82B,Cll 19B con Cra. 82B,C3-004B Buga - Los Alpes,22,C3-004B Altavista - Buga
-8416090.05334151,694390.816081289,C3-004B,Cra 81B con Cll 19,Cra 81B con Cll 19,C3-004B Buga - Los Alpes,23,C3-004B Altavista - Buga
-8416075.9610837,694484.182626259,C3-004B,Cll 21 con Cra 81,Cll 21 con Cra 81,C3-004B Buga - Los Alpes,24,C3-004B Altavista - Buga
-8416194.00701209,694399.028355069,C3-004B,Cra 82A con Cll 19B,Cra 82A con Cll 19B,C3-004B Buga - Los Alpes,25,C3-004B Altavista - Buga
-8416204.97273981,694796.12276518,C3-004B,Cra 82A con Cll 27A,Cra 82A con Cll 27A,C3-004B Buga - Los Alpes,26,C3-004B Altavista - Buga
-8416378.29602194,694974.071788568,C3-004B,Cra. 83 con Cll. 29A,Cra. 83 con Cll. 29A,C3-004B Buga - Los Alpes,27,C3-004B Altavista - Buga
-8416378.29602194,694974.071788568,C3-004B,Cra. 83 con Cll. 29A,Cra. 83 con Cll. 29A,C3-004B Los Alpes - Buga,28,C3-004B Altavista - Buga
-8416394.59810748,694532.542200014,C3-004B,Cra. 83 con Cll. 21,Cra. 83 con Cll. 21,C3-004B Los Alpes - Buga,29,C3-004B Altavista - Buga
-8416660.52930802,694265.743143093,C3-004B,Cll. 20 con Cra. 84C,Cll. 20 con Cra. 84C,C3-004B Los Alpes - Buga,30,C3-004B Altavista - Buga
-8416785.538969,694252.593021438,C3-004B,Cll 20 con Cra 84F,Cll 20 con Cra 84F,C3-004B Los Alpes - Buga,31,C3-004B Altavista - Buga
-8416931.75503341,694180.38635692,C3-004B,Cll. 19B con Cra. 88A,Cll. 19B con Cra. 88A,C3-004B Los Alpes - Buga,32,C3-004B Altavista - Buga
-8417076.88241928,694103.537221093,C3-004B,Cll. 18 con Cra. 89,Cll. 18 con Cra. 89,C3-004B Los Alpes - Buga,33,C3-004B Altavista - Buga
-8417240.14222238,694070.80616739,C3-004B,Cll. 18 con Cra. 89D,Cll. 18 con Cra. 89D,C3-004B Los Alpes - Buga,34,C3-004B Altavista - Buga
-8417478.89539338,694027.860311579,C3-004B,Cll. 18 con Cra. 92,Cll. 18 con Cra. 92,C3-004B Los Alpes - Buga,35,C3-004B Altavista - Buga
-8417847.19925234,694115.959319968,C3-004B,Cll. 18 con Cra. 93B,Cll. 18 con Cra. 93B,C3-004B Los Alpes - Buga,36,C3-004B Altavista - Buga
-8418010.9954136,694130.065113846,C3-004B,Cll. 18 con Cra. 97,Cll. 18 con Cra. 97,C3-004B Los Alpes - Buga,37,C3-004B Altavista - Buga
-8418273.17429847,694159.228091892,C3-004B,Cll. 18 con Cra. 100,Cll. 18 con Cra. 100,C3-004B Los Alpes - Buga,38,C3-004B Altavista - Buga
-8418467.54256907,694148.665226821,C3-004B,Cll. 18 con Cra. 100,Cll. 18 con Cra. 100,C3-004B Los Alpes - Buga,39,C3-004B Altavista - Buga
-8418621.67362563,694147.929994922,C3-004B,Cll. 18 con Cra. 103,Cll. 18 con Cra. 103,C3-004B Los Alpes - Buga,40,C3-004B Altavista - Buga
-8418801.88758356,694152.758223075,C3-004B,Cll. 18 con Cra. 105,Cll. 18 con Cra. 105,C3-004B Los Alpes - Buga,41,C3-004B Altavista - Buga
-8418898.15545157,694153.734447617,C3-004B,Cll. 18 con Cra. 105,Cll. 18 con Cra. 105,C3-004B Los Alpes - Buga,42,C3-004B Altavista - Buga
-8419210.01173689,694181.377451953,C3-004B,Cll. 18 con Cra. 106B,Cll. 18 con Cra. 106B,C3-004B Los Alpes - Buga,43,C3-004B Altavista - Buga
-8419363.34343311,694183.579130668,C3-004B,Cll. 18 con Cra. 109,Cll. 18 con Cra. 109,C3-004B Los Alpes - Buga,44,C3-004B Altavista - Buga
-8419547.61175163,694122.957407359,C3-004B,Cll. 18 con Cra. 110A,Cll. 18 con Cra. 110A,C3-004B Los Alpes - Buga,45,C3-004B Altavista - Buga
-8419672.79955158,694012.485830605,C3-004B,Cll. 17 con Cra. 111A,Cll. 17 con Cra. 111A,C3-004B Los Alpes - Buga,46,C3-004B Altavista - Buga
-8419817.59413797,693949.31600311,C3-004B,Cra 120 con Cll 15,Cra 120 con Cll 15,C3-004B Los Alpes - Buga,47,C3-004B Altavista - Buga
-8420147.08113965,693928.050521366,C3-004B,Cll 15 con Cra 136,Cll 15 con Cra 136,C3-004B Los Alpes - Buga,48,C3-004B Altavista - Buga
-8420547.3843173,693903.710604392,C3-004B,Cra 138 # 15-05,Cra 138 # 15-05,C3-004B Los Alpes - Buga,49,C3-004B Altavista - Buga
-8419708.66386626,693564.905478764,C3-004P,Cra. 112 con Cll 12,Cra. 112 con Cll 12,C3-004P Belén,50,C3-004P La Perla - Altavista - Belén
-8419724.25704752,693762.723847408,C3-004P,Cra. 112 con Cll 13.,Cra. 112 con Cll 13.,C3-004P Belén,51,C3-004P La Perla - Altavista - Belén
-8419636.66529008,693880.84869279,C3-004P,Cra. 111C con Cll. 14,Cra. 111C con Cll. 14,C3-004P Belén,52,C3-004P La Perla - Altavista - Belén
-8419671.61949064,694010.347512934,C3-004P,Cll. 17 con Cra. 111A,Cll. 17 con Cra. 111A,C3-004P Belén,53,C3-004P La Perla - Altavista - Belén
-8419529.92076766,694118.465152513,C3-004P,Cll. 18 con Cra. 110A,Cll. 18 con Cra. 110A,C3-004P Belén,54,C3-004P La Perla - Altavista - Belén
-8419402.10497436,694173.053415887,C3-004P,Cll. 18 con Cra. 110A,Cll. 18 con Cra. 110A,C3-004P Belén,55,C3-004P La Perla - Altavista - Belén
-8419131.47555489,694171.167300042,C3-004P,Cll. 18 con Cra. 106B,Cll. 18 con Cra. 106B,C3-004P Belén,56,C3-004P La Perla - Altavista - Belén
-8418866.78782572,694150.37750043,C3-004P,Cll. 18 con Cra. 105,Cll. 18 con Cra. 105,C3-004P Belén,57,C3-004P La Perla - Altavista - Belén
-8418760.9327724,694145.886152644,C3-004P,Cll. 18 con Cra. 105,Cll. 18 con Cra. 105,C3-004P Belén,58,C3-004P La Perla - Altavista - Belén
-8418606.15585507,694142.612319581,C3-004P,Cll. 18 con Cra. 103,Cll. 18 con Cra. 103,C3-004P Belén,59,C3-004P La Perla - Altavista - Belén
-8418480.38592527,694143.841806386,C3-004P,Cll. 18 con Cra. 102B,Cll. 18 con Cra. 102B,C3-004P Belén,60,C3-004P La Perla - Altavista - Belén
-8418241.93925579,694150.945628773,C3-004P,Cll. 18 con Cra. 100,Cll. 18 con Cra. 100,C3-004P Belén,61,C3-004P La Perla - Altavista - Belén
-8417994.66331497,694124.657777168,C3-004P,Cll. 18 con Cra. 97,Cll. 18 con Cra. 97,C3-004P Belén,62,C3-004P La Perla - Altavista - Belén
-8417829.5614594,694110.562901605,C3-004P,Cll. 18 con Cra. 94,Cll. 18 con Cra. 94,C3-004P Belén,63,C3-004P La Perla - Altavista - Belén
-8417616.39340616,694041.226157669,C3-004P,Cll 18 con Cra 93,Cll 18 con Cra 93,C3-004P Belén,64,C3-004P La Perla - Altavista - Belén
-8417438.03395849,694025.341016855,C3-004P,Cll. 18 con Cra. 92,Cll. 18 con Cra. 92,C3-004P Belén,65,C3-004P La Perla - Altavista - Belén
-8417239.71940305,694068.17917088,C3-004P,Cll. 18 con Cra. 89D,Cll. 18 con Cra. 89D,C3-004P Belén,66,C3-004P La Perla - Altavista - Belén
-8417044.23421238,694080.155809291,C3-004P,Cll. 18 con Cra. 89,Cll. 18 con Cra. 89,C3-004P Belén,67,C3-004P La Perla - Altavista - Belén
-8416898.37919468,694188.303398199,C3-004P,Cll. 19B con Cra. 88,Cll. 19B con Cra. 88,C3-004P Belén,68,C3-004P La Perla - Altavista - Belén
-8416734.1380657,694232.179148745,C3-004P,Cll 20 con Cra 84F,Cll 20 con Cra 84F,C3-004P Belén,69,C3-004P La Perla - Altavista - Belén
-8416724.26842746,693992.093059123,C3-004P,Cra 84F con Cll 19,Cra 84F con Cll 19,C3-004P Belén,70,C3-004P La Perla - Altavista - Belén
-8416271.52720221,694257.51352983,C3-004P,Cll 19B con Cra. 82B,Cll 19B con Cra. 82B,C3-004P Belén,71,C3-004P La Perla - Altavista - Belén
-8416091.23128104,694388.965991821,C3-004P,Cra 81B con Cll 19,Cra 81B con Cll 19,C3-004P Belén,72,C3-004P La Perla - Altavista - Belén
-8416660.52930802,694265.743143093,C3-004P,Cll. 20 con Cra. 84C,Cll. 20 con Cra. 84C,C3-004P La Perla,73,C3-004P La Perla - Altavista - Belén
-8416785.538969,694252.593021438,C3-004P,Cll 20 con Cra 84F,Cll 20 con Cra 84F,C3-004P La Perla,74,C3-004P La Perla - Altavista - Belén
-8416931.75503341,694180.38635692,C3-004P,Cll. 19B con Cra. 88A,Cll. 19B con Cra. 88A,C3-004P La Perla,75,C3-004P La Perla - Altavista - Belén
-8417076.88241928,694103.537221093,C3-004P,Cll. 18 con Cra. 89,Cll. 18 con Cra. 89,C3-004P La Perla,76,C3-004P La Perla - Altavista - Belén
-8417240.14222238,694070.80616739,C3-004P,Cll. 18 con Cra. 89D,Cll. 18 con Cra. 89D,C3-004P La Perla,77,C3-004P La Perla - Altavista - Belén
-8417478.89539338,694027.860311579,C3-004P,Cll. 18 con Cra. 91,Cll. 18 con Cra. 91,C3-004P La Perla,78,C3-004P La Perla - Altavista - Belén
-8417847.19925234,694115.959319968,C3-004P,Cll. 18 con Cra. 94,Cll. 18 con Cra. 94,C3-004P La Perla,79,C3-004P La Perla - Altavista - Belén
-8418010.9954136,694130.065113846,C3-004P,Cll. 18 con Cra. 97,Cll. 18 con Cra. 97,C3-004P La Perla,80,C3-004P La Perla - Altavista - Belén
-8418273.17429847,694159.228091892,C3-004P,Cll. 18 con Cra. 100,Cll. 18 con Cra. 100,C3-004P La Perla,81,C3-004P La Perla - Altavista - Belén
-8418467.54256907,694148.665226821,C3-004P,Cll. 18 con Cra. 100,Cll. 18 con Cra. 100,C3-004P La Perla,82,C3-004P La Perla - Altavista - Belén
-8418621.67362563,694147.929994922,C3-004P,Cll. 18 con Cra. 103,Cll. 18 con Cra. 103,C3-004P La Perla,83,C3-004P La Perla - Altavista - Belén
-8418801.88758356,694152.758223075,C3-004P,Cll. 18 con Cra. 105,Cll. 18 con Cra. 105,C3-004P La Perla,84,C3-004P La Perla - Altavista - Belén
-8418898.15545157,694153.734447617,C3-004P,Cll. 18 con Cra. 105,Cll. 18 con Cra. 105,C3-004P La Perla,85,C3-004P La Perla - Altavista - Belén
-8419210.01173689,694181.377451953,C3-004P,Cll. 18 con Cra. 106B,Cll. 18 con Cra. 106B,C3-004P La Perla,86,C3-004P La Perla - Altavista - Belén
-8419363.34343311,694183.579130668,C3-004P,Cll. 18 con Cra. 109,Cll. 18 con Cra. 109,C3-004P La Perla,87,C3-004P La Perla - Altavista - Belén
-8419547.61175163,694122.957407359,C3-004P,Cll. 18 con Cra. 110A,Cll. 18 con Cra. 110A,C3-004P La Perla,88,C3-004P La Perla - Altavista - Belén
-8419672.79955158,694012.485830605,C3-004P,Cll. 17 con Cra. 111A,Cll. 17 con Cra. 111A,C3-004P La Perla,89,C3-004P La Perla - Altavista - Belén
-8419728.42418519,693791.070979677,C3-004P,Cra. 112 con Cll. 13,Cra. 112 con Cll. 13,C3-004P La Perla,90,C3-004P La Perla - Altavista - Belén
-8419708.66386626,693564.905478764,C3-004P,Cra. 112 con Cll 12,Cra. 112 con Cll 12,C3-004P La Perla,91,C3-004P La Perla - Altavista - Belén
-8419991.69355465,694003.303464532,C3-004B,Cll 15 # 116-170,Cll 15 # 116-170,C3-004B Buga - Los Alpes,92,C3-004B Altavista - Buga
-8419990.8725992,694005.361225549,C3-004B,Cll 15 # 116-170,Cll 15 # 116-170,C3-004B Los Alpes - Buga,93,C3-004B Altavista - Buga
-8419696.37928865,693925.281501248,C3-004P,Cra 111C con Cll 16,Cra 111C con Cll 16,C3-004P La Perla,94,C3-004P La Perla - Altavista - Belén
-8417438.03395849,694025.341016855,C3-004MD,Cll. 18 con Cra. 92,Cll. 18 con Cra. 92,C3-004MD Los Alpes - Mano de Dios,95,C3-004MD Mano de Dios - Los Alpes
-8417239.71940305,694068.17917088,C3-004MD,Cll. 18 con Cra. 89D,Cll. 18 con Cra. 89D,C3-004MD Los Alpes - Mano de Dios,96,C3-004MD Mano de Dios - Los Alpes
-8417044.23421238,694080.155809291,C3-004MD,Cll. 18 con Cra. 89,Cll. 18 con Cra. 89,C3-004MD Los Alpes - Mano de Dios,97,C3-004MD Mano de Dios - Los Alpes
-8416898.37919468,694188.303398199,C3-004MD,Cll. 19B con Cra. 88,Cll. 19B con Cra. 88,C3-004MD Los Alpes - Mano de Dios,98,C3-004MD Mano de Dios - Los Alpes
-8416734.1380657,694232.179148745,C3-004MD,Cll 20 con Cra 84F,Cll 20 con Cra 84F,C3-004MD Los Alpes - Mano de Dios,99,C3-004MD Mano de Dios - Los Alpes
-8416724.26842746,693992.093059123,C3-004MD,Cra 84F con Cll 19,Cra 84F con Cll 19,C3-004MD Los Alpes - Mano de Dios,100,C3-004MD Mano de Dios - Los Alpes
-8416271.52720221,694257.51352983,C3-004MD,Cll 19B con Cra. 82B,Cll 19B con Cra. 82B,C3-004MD Los Alpes - Mano de Dios,101,C3-004MD Mano de Dios - Los Alpes
-8416091.23128104,694388.965991821,C3-004MD,Cra 81B con Cll 19,Cra 81B con Cll 19,C3-004MD Los Alpes - Mano de Dios,102,C3-004MD Mano de Dios - Los Alpes
-8416074.7821092,694486.191262659,C3-004MD,Cll 21 con Cra 81,Cll 21 con Cra 81,C3-004MD Los Alpes - Mano de Dios,103,C3-004MD Mano de Dios - Los Alpes
-8416194.05563614,694400.311196901,C3-004MD,Cra 82A con Cll 19B,Cra 82A con Cll 19B,C3-004MD Los Alpes - Mano de Dios,104,C3-004MD Mano de Dios - Los Alpes
-8416204.97273981,694796.12276518,C3-004MD,Cra 82A con Cll 27A,Cra 82A con Cll 27A,C3-004MD Los Alpes - Mano de Dios,105,C3-004MD Mano de Dios - Los Alpes
-8416378.29602194,694974.071788568,C3-004MD,Cra. 83 con Cll. 29A,Cra. 83 con Cll. 29A,C3-004MD Los Alpes - Mano de Dios,106,C3-004MD Mano de Dios - Los Alpes
-8416393.71817012,694534.332604893,C3-004MD,Cra. 83 con Cll. 21,Cra. 83 con Cll. 21,C3-004MD Los Alpes - Mano de Dios,107,C3-004MD Mano de Dios - Los Alpes
-8416660.52930802,694265.743143093,C3-004MD,Cll. 20 con Cra. 84C,Cll. 20 con Cra. 84C,C3-004MD Los Alpes - Mano de Dios,108,C3-004MD Mano de Dios - Los Alpes
-8416785.538969,694252.593021438,C3-004MD,Cll 20 con Cra 84F,Cll 20 con Cra 84F,C3-004MD Los Alpes - Mano de Dios,109,C3-004MD Mano de Dios - Los Alpes
-8416931.75503341,694180.38635692,C3-004MD,Cll. 19B con Cra. 88A,Cll. 19B con Cra. 88A,C3-004MD Los Alpes - Mano de Dios,110,C3-004MD Mano de Dios - Los Alpes
-8417076.88241928,694103.537221093,C3-004MD,Cll. 18 con Cra. 89,Cll. 18 con Cra. 89,C3-004MD Los Alpes - Mano de Dios,111,C3-004MD Mano de Dios - Los Alpes
-8417240.14222238,694070.80616739,C3-004MD,Cll. 18 con Cra. 89D,Cll. 18 con Cra. 89D,C3-004MD Los Alpes - Mano de Dios,112,C3-004MD Mano de Dios - Los Alpes
-8417432.69147561,694028.652139086,C3-004MD,Cll. 18 con Cra. 92,Cll. 18 con Cra. 92,C3-004MD Los Alpes - Mano de Dios,113,C3-004MD Mano de Dios - Los Alpes
-8417423.88454989,693890.261012301,C3-004MD,Cra 91 con Cll 15,Cra 91 con Cll 15,C3-004MD Los Alpes - Mano de Dios,114,C3-004MD Mano de Dios - Los Alpes
-8417313.45815892,693848.277292836,C3-004MD,Cra 90 con Cll 15,Cra 90 con Cll 15,C3-004MD Los Alpes - Mano de Dios,115,C3-004MD Mano de Dios - Los Alpes
-8416271.38492647,693428.691125579,C3-007,Cra 81 con Cll 4G-65,Cra 81 con Cll 4G-65,C3-007 Loma de Los Bernal - La Palma,116,C3-007 La Palma - Loma de los Bernal
-8416393.60623613,693158.812118854,C3-007,Cl. 3F # 79B-54,Cl. 3F # 79B-54,C3-007 Loma de Los Bernal - La Palma,117,C3-007 La Palma - Loma de los Bernal
-8416604.31984415,693104.363132451,C3-007,Cra. 84 # 3C-40,Cra. 84 # 3C-40,C3-007 Loma de Los Bernal - La Palma,118,C3-007 La Palma - Loma de los Bernal
-8416647.16215234,693278.343456842,C3-007,Cra. 84 F # 3D-150,Cra. 84 F # 3D-150,C3-007 Loma de Los Bernal - La Palma,119,C3-007 La Palma - Loma de los Bernal
-8416514.67128582,693507.080105349,C3-007,Cra. 84 B # 4 A-75 Inder Los Bernal,Cra. 84 B # 4 A-75 Inder Los Bernal,C3-007 Loma de Los Bernal - La Palma,120,C3-007 La Palma - Loma de los Bernal
-8416708.76188415,693734.010644462,C3-007,Cll 8 con Cra 84F,Cll 8 con Cra 84F,C3-007 Loma de Los Bernal - La Palma,121,C3-007 La Palma - Loma de los Bernal
-8417043.74567091,693721.00333757,C3-007,Cll 8  # 84F- 190,Cll 8  # 84F- 190,C3-007 Loma de Los Bernal - La Palma,122,C3-007 La Palma - Loma de los Bernal
-8416707.70364416,693729.337992549,C3-007,Cll 8 con Cra 84F,Cll 8 con Cra 84F,C3-007 Loma de Los Bernal - La Palma,123,C3-007 La Palma - Loma de los Bernal
-8416423.22035148,693780.199470878,C3-007,Cra. 83 A # 9-15,Cra. 83 A # 9-15,C3-007 Loma de Los Bernal - La Palma,124,C3-007 La Palma - Loma de los Bernal
-8416404.86779988,694044.165835895,C3-007,Cra 83 con Cra 15C,Cra 83 con Cra 15C,C3-007 Loma de Los Bernal - La Palma,125,C3-007 La Palma - Loma de los Bernal
-8416272.66718886,694255.246636964,C3-007,Cll 19B con Cra. 82,Cll 19B con Cra. 82,C3-007 Loma de Los Bernal - La Palma,126,C3-007 La Palma - Loma de los Bernal
-8416090.60583457,694389.948366139,C3-007,Cra 81B con Cll 20A,Cra 81B con Cll 20A,C3-007 Loma de Los Bernal - La Palma,127,C3-007 La Palma - Loma de los Bernal
-8415951.95155702,694609.977397047,C3-007,Cra. 80 con Cll. 25,Cra. 80 con Cll. 25,C3-007 Loma de Los Bernal - La Palma,128,C3-007 La Palma - Loma de los Bernal
-8415873.30149947,695008.633843634,C3-007,Cll 30 con Cra. 80 Integracion La Palma,Cll 30 con Cra. 80 Integracion La Palma,C3-007 Loma de Los Bernal - La Palma,129,C3-007 La Palma - Loma de los Bernal
-8415873.30149947,695008.633843634,C3-007,Cll 30 con Cra. 80 Integracion La Palma,Cll 30 con Cra. 80 Integracion La Palma,C3-007 La Palma - Loma de Los Bernal,130,C3-007 La Palma - Loma de los Bernal
-8415625.68659525,694751.205631178,C3-007,Cll 28  Entre Cra 79A Y 78A,Cll 28  Entre Cra 79A Y 78A,C3-007 La Palma - Loma de Los Bernal,131,C3-007 La Palma - Loma de los Bernal
-8416022.42560651,694552.344332267,C3-007,Cll 21 # 81-79,Cll 21 # 81-79,C3-007 La Palma - Loma de Los Bernal,132,C3-007 La Palma - Loma de los Bernal
-8416176.44861508,694365.506931458,C3-007,Cll 19-B # 81B-54,Cll 19-B # 81B-54,C3-007 La Palma - Loma de Los Bernal,133,C3-007 La Palma - Loma de los Bernal
-8416308.12949843,694260.595161106,C3-007,Cll 19B  #  82 A 158,Cll 19B  #  82 A 158,C3-007 La Palma - Loma de Los Bernal,134,C3-007 La Palma - Loma de los Bernal
-8416408.54491986,694044.513242397,C3-007,Cra. 83 # 15 A-101,Cra. 83 # 15 A-101,C3-007 La Palma - Loma de Los Bernal,135,C3-007 La Palma - Loma de los Bernal
-8416245.71524924,693841.625740733,C3-007,Cll 15 # 81B-115,Cll 15 # 81B-115,C3-007 La Palma - Loma de Los Bernal,136,C3-007 La Palma - Loma de los Bernal
-8416007.16075721,693826.565791588,C3-007,Cll 15 # 80 -161,Cll 15 # 80 -161,C3-007 La Palma - Loma de Los Bernal,137,C3-007 La Palma - Loma de los Bernal
-8415723.23524799,693593.894421086,C3-007,Diag - 79 # 5-229,Diag - 79 # 5-229,C3-007 La Palma - Loma de Los Bernal,138,C3-007 La Palma - Loma de los Bernal
-8415786.55672979,693395.760402463,C3-007,Cra 76 Calle 5,Cra 76 Calle 5,C3-007 La Palma - Loma de Los Bernal,139,C3-007 La Palma - Loma de los Bernal
-8416091.9211578,693477.411481984,C3-007,Cll 5  con Cra80 C,Cll 5  con Cra80 C,C3-007 La Palma - Loma de Los Bernal,140,C3-007 La Palma - Loma de los Bernal
-8416271.38492647,693428.691125579,C3-007,Cra 81 con Cll 4G-65,Cra 81 con Cll 4G-65,C3-007 La Palma - Loma de Los Bernal,141,C3-007 La Palma - Loma de los Bernal
-8417043.74567091,693721.00333757,C3-007A,Cll 8  # 84F- 190,Cll 8  # 84F- 190,C3-007A Loma los Bernal - Aliadas - La Palma,142,C3-007A Loma los Bernal - Aliadas - La Palma
-8416707.70364416,693729.337992549,C3-007A,Cll 8 con Cra 84F,Cll 8 con Cra 84F,C3-007A Loma los Bernal - Aliadas - La Palma,143,C3-007A Loma los Bernal - Aliadas - La Palma
-8416491.81008231,693768.836535782,C3-007A,Calle 9 # 84-18,Calle 9 # 84-18,C3-007A Loma los Bernal - Aliadas - La Palma,144,C3-007A Loma los Bernal - Aliadas - La Palma
-8416310.53464842,693689.794583071,C3-007A,"Calle 7 # 83-23				","Calle 7 # 83-23				",C3-007A Loma los Bernal - Aliadas - La Palma,145,C3-007A Loma los Bernal - Aliadas - La Palma
-8416097.70269905,693663.806772202,C3-007A,Catania Calle 7 # 81-20,Catania Calle 7 # 81-20,C3-007A Loma los Bernal - Aliadas - La Palma,146,C3-007A Loma los Bernal - Aliadas - La Palma
-8415911.64592962,693608.295143057,C3-007A,Bisso Calle 7 # 80-75,Bisso Calle 7 # 80-75,C3-007A Loma los Bernal - Aliadas - La Palma,147,C3-007A Loma los Bernal - Aliadas - La Palma
-8415843.49165419,693675.189724617,C3-007A,Diagonal 80 # 7-100,Diagonal 80 # 7-100,C3-007A Loma los Bernal - Aliadas - La Palma,148,C3-007A Loma los Bernal - Aliadas - La Palma
-8416037.69138455,693838.315292984,C3-007A,Cll 15 # 80 -161,Cll 15 # 80 -161,C3-007A Loma los Bernal - Aliadas - La Palma,149,C3-007A Loma los Bernal - Aliadas - La Palma
-8416284.75181334,693865.656805627,C3-007A,Cll 15 con Cra 82BB,Cll 15 con Cra 82BB,C3-007A Loma los Bernal - Aliadas - La Palma,150,C3-007A Loma los Bernal - Aliadas - La Palma
-8416404.86779988,694044.165835895,C3-007A,Cra 83 con Cra 15C,Cra 83 con Cra 15C,C3-007A Loma los Bernal - Aliadas - La Palma,151,C3-007A Loma los Bernal - Aliadas - La Palma
-8416272.66718886,694255.246636964,C3-007A,Cll 19B con Cra. 82,Cll 19B con Cra. 82,C3-007A Loma los Bernal - Aliadas - La Palma,152,C3-007A Loma los Bernal - Aliadas - La Palma
-8416090.60583457,694389.948366139,C3-007A,Cra 81B con Cll 20A,Cra 81B con Cll 20A,C3-007A Loma los Bernal - Aliadas - La Palma,153,C3-007A Loma los Bernal - Aliadas - La Palma
-8415951.95155702,694609.977397047,C3-007A,Cra. 80 con Cll. 25,Cra. 80 con Cll. 25,C3-007A Loma los Bernal - Aliadas - La Palma,154,C3-007A Loma los Bernal - Aliadas - La Palma
-8415873.30149947,695008.633843634,C3-007A,Cll 30 con Cra. 80 Integracion La Palma,Cll 30 con Cra. 80 Integracion La Palma,C3-007A Loma los Bernal - Aliadas - La Palma,155,C3-007A Loma los Bernal - Aliadas - La Palma
-8415873.30149947,695008.633843634,C3-007A,Cll 30 con Cra. 80 Integracion La Palma,Cll 30 con Cra. 80 Integracion La Palma,C3-007A Loma los Bernal - Aliadas - Valbuena,156,C3-007A Loma los Bernal - Aliadas - La Palma
-8415625.68659525,694751.205631178,C3-007A,Cll 28  Entre Cra 79A Y 78A,Cll 28  Entre Cra 79A Y 78A,C3-007A Loma los Bernal - Aliadas - Valbuena,157,C3-007A Loma los Bernal - Aliadas - La Palma
-8416022.42560651,694552.344332267,C3-007A,Cll 21 # 81-79,Cll 21 # 81-79,C3-007A Loma los Bernal - Aliadas - Valbuena,158,C3-007A Loma los Bernal - Aliadas - La Palma
-8416176.44861508,694365.506931458,C3-007A,Cll 19-B # 81B-54,Cll 19-B # 81B-54,C3-007A Loma los Bernal - Aliadas - Valbuena,159,C3-007A Loma los Bernal - Aliadas - La Palma
-8416308.12949843,694260.595161106,C3-007A,Cll 19B  #  82 A 158,Cll 19B  #  82 A 158,C3-007A Loma los Bernal - Aliadas - Valbuena,160,C3-007A Loma los Bernal - Aliadas - La Palma
-8416558.12818173,694191.947442416,C3-007A,Aliadas calle 18 # 83 -180,Aliadas calle 18 # 83 -180,C3-007A Loma los Bernal - Aliadas - Valbuena,161,C3-007A Loma los Bernal - Aliadas - La Palma
-8416697.78807536,694021.028572235,C3-007A,LBA6A Aliadas 2 calle 18  # 83-310,LBA6A Aliadas 2 calle 18  # 83-310,C3-007A Loma los Bernal - Aliadas - Valbuena,162,C3-007A Loma los Bernal - Aliadas - La Palma
-8416717.02033012,693861.555672441,C3-007A,Seminario calle 84 F # 9-45,Seminario calle 84 F # 9-45,C3-007A Loma los Bernal - Aliadas - Valbuena,163,C3-007A Loma los Bernal - Aliadas - La Palma
-8416597.69154419,693803.718626909,C3-007A,Calle 9 Cra 84B,Calle 9 Cra 84B,C3-007A Loma los Bernal - Aliadas - Valbuena,164,C3-007A Loma los Bernal - Aliadas - La Palma
-8416708.76188415,693734.010644462,C3-007A,Cll 8 con Cra 84F,Cll 8 con Cra 84F,C3-007A Loma los Bernal - Aliadas - Valbuena,165,C3-007A Loma los Bernal - Aliadas - La Palma
-8417043.74567091,693721.00333757,C3-007A,Cll 8  # 84F- 190,Cll 8  # 84F- 190,C3-007A Loma los Bernal - Aliadas - Valbuena,166,C3-007A Loma los Bernal - Aliadas - La Palma
